Ca_00002.1	"GO:0000166,GO:0003676,GO:0003824,GO:0005622,GO:0006139,GO:0008408,GO:0044237"
Ca_00255.1	"GO:0006066,GO:0008812,GO:0016614,GO:0050660,GO:0055114"
Ca_00256.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00259.1	"GO:0004672,GO:0005524,GO:0006468,GO:0016772"
Ca_00260.1	"GO:0004553,GO:0005975"
Ca_00261.1	"GO:0004553,GO:0005975"
Ca_00262.1	"GO:0003676,GO:0046872"
Ca_00263.1	GO:0005515
Ca_00264.1	"GO:0004553,GO:0005975"
Ca_00265.1	"GO:0005634,GO:0006334"
Ca_00266.1	"GO:0004616,GO:0006098,GO:0006573,GO:0008442,GO:0016491,GO:0016616,GO:0050662,GO:0055114"
Ca_00268.1	GO:0005515
Ca_00269.1	"GO:0003677,GO:0003682"
Ca_00270.1	GO:0016787
Ca_00271.1	GO:0016787
Ca_00272.1	GO:0000166
Ca_00273.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00275.1	"GO:0003676,GO:0004386,GO:0005524,GO:0008026"
Ca_00277.1	GO:0005515
Ca_00278.1	"GO:0003677,GO:0006355"
Ca_00279.1	"GO:0008152,GO:0016746"
Ca_00280.1	"GO:0000166,GO:0003676"
Ca_00281.1	"GO:0004030,GO:0006081,GO:0008152,GO:0016491,GO:0016620,GO:0055114"
Ca_00282.1	"GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085"
Ca_00283.1	GO:0045039
Ca_00288.1	"GO:0005672,GO:0006367"
Ca_00290.1	"GO:0006886,GO:0015450,GO:0019867"
Ca_00295.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0006950,GO:0016772"
Ca_00297.1	"GO:0006520,GO:0030170"
Ca_00298.1	"GO:0005515,GO:0006355,GO:0008270,GO:0042393"
Ca_00299.1	"GO:0003677,GO:0003700,GO:0006355,GO:0016602"
Ca_00302.1	GO:0005515
Ca_00303.1	"GO:0004568,GO:0005975,GO:0006032,GO:0008061,GO:0006952,"
Ca_00306.1	"GO:0005097,GO:0032313"
Ca_00307.1	GO:0005515
Ca_00308.1	"GO:0005097,GO:0032313"
Ca_00309.1	"GO:0004601,GO:0006979,GO:0020037,GO:0055114"
Ca_00310.1	GO:0003677
Ca_00315.1	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"
Ca_00317.1	"GO:0003700,GO:0006355,GO:0043565"
Ca_00318.1	"GO:0004174,GO:0055114"
Ca_00319.1	"GO:0009058,GO:0016844"
Ca_00320.1	"GO:0005622,GO:0008270"
Ca_00321.1	"GO:0004747,GO:0006014,GO:0016773"
Ca_00323.1	GO:0004672
Ca_00324.1	GO:0005509
Ca_00327.1	GO:0005488
Ca_00329.1	"GO:0003677,GO:0003824,GO:0003906,GO:0006281,GO:0006284,GO:0051539"
Ca_00330.1	"GO:0008318,GO:0018342"
Ca_00333.1	"GO:0005515,GO:0008270"
Ca_00336.1	"GO:0000166,GO:0003735"
Ca_00337.1	GO:0005515
Ca_00338.1	"GO:0005634,GO:0006355"
Ca_00339.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00340.1	"GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982"
Ca_00341.1	"GO:0003824,GO:0004540,GO:0008033"
Ca_00342.1	GO:0005515
Ca_00343.1	"GO:0000145,GO:0006887"
Ca_00344.1	"GO:0003777,GO:0005524,GO:0005871,GO:0007018,GO:0008017"
Ca_00345.1	GO:0031011
Ca_00347.1	"GO:0000049,GO:0000166,GO:0004812,GO:0004826,GO:0005524,GO:0005737,GO:0006418,GO:0006432,GO:0043039"
Ca_00350.1	GO:0005515
Ca_00352.1	GO:0005515
Ca_00353.1	GO:0009058
Ca_00354.1	"GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030117"
Ca_00355.1	GO:0005515
Ca_00356.1	GO:0005515
Ca_00357.1	"GO:0006520,GO:0006807,GO:0008152,GO:0016855,GO:0036361"
Ca_00358.1	GO:0046872
Ca_00360.1	GO:0005515
Ca_00361.1	"GO:0009055,GO:0015035,GO:0045454"
Ca_00362.1	GO:0016787
Ca_00363.1	"GO:0004129,GO:0005740"
Ca_00365.1	"GO:0005452,GO:0006820,GO:0016020,GO:0016021"
Ca_00366.1	"GO:0009055,GO:0051536,GO:0051537"
Ca_00367.1	"GO:0000166,GO:0003676"
Ca_00369.1	"GO:0005471,GO:0005524,GO:0006810,GO:0016021"
Ca_00372.1	"GO:0000166,GO:0005524,GO:0016020,GO:0016887,GO:0017111"
Ca_00373.1	"GO:0000166,GO:0005524,GO:0016020,GO:0016887,GO:0017111"
Ca_00374.1	"GO:0016491,GO:0016706,GO:0055114"
Ca_00375.1	"GO:0000079,GO:0005634,GO:0010389,GO:0019901,GO:0051726"
Ca_00377.1	"GO:0005515,GO:0005634,GO:0006355"
Ca_00381.1	"GO:0003676,GO:0008270"
Ca_00384.1	"GO:0003677,GO:0003700,GO:0006355"
Ca_00386.1	GO:0005515
Ca_00387.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00389.1	"GO:0004672,GO:0005524,GO:0006468,GO:0016772"
Ca_00390.1	"GO:0008152,GO:0008168"
Ca_00392.1	GO:0016021
Ca_00394.1	"GO:0003677,GO:0006355"
Ca_00395.1	"GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006265"
Ca_00396.1	"GO:0008152,GO:0016491,GO:0055114"
Ca_00398.1	"GO:0003700,GO:0005634"
Ca_00399.1	"GO:0003676,GO:0004386,GO:0005524,GO:0008026"
Ca_00400.1	"GO:0008152,GO:0016758"
Ca_00402.1	"GO:0000079,GO:0005634,GO:0019901,GO:0051726"
Ca_00405.1	GO:0046983
Ca_00406.1	GO:0008270
Ca_00407.1	GO:0005515
Ca_00408.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00409.1	"GO:0004185,GO:0006508"
Ca_00410.1	GO:0005515
Ca_00411.1	"GO:0003723,GO:0003743,GO:0006413"
Ca_00412.1	GO:0016787
Ca_00415.1	"GO:0006629,GO:0016787,GO:0016788"
Ca_00416.1	"GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0043565"
Ca_00417.1	"GO:0008839,GO:0009089,GO:0009507,GO:0055114,GO:0070402"
Ca_00418.1	GO:0005515
Ca_00419.1	"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0008097"
Ca_00421.1	"GO:0004616,GO:0006098,GO:0006573,GO:0008442,GO:0016491,GO:0016616,GO:0050662,GO:0055114"
Ca_00422.1	"GO:0003824,GO:0006281,GO:0006284,GO:0016787,GO:0019104"
Ca_00426.1	"GO:0003723,GO:0033897"
Ca_00429.1	"GO:0016020,GO:0030001,GO:0046873,GO:0055085"
Ca_00430.1	GO:0019867
Ca_00432.1	"GO:0005215,GO:0005743,GO:0006810,GO:0055085"
Ca_00436.1	"GO:0003723,GO:0005488"
Ca_00437.1	"GO:0005515,GO:0008270"
Ca_00438.1	"GO:0003677,GO:0003700,GO:0006355"
Ca_00440.1	"GO:0003677,GO:0008270"
Ca_00444.1	"GO:0003723,GO:0005488"
Ca_00445.1	"GO:0005515,GO:0008270"
Ca_00446.1	"GO:0016020,GO:0030001,GO:0046873,GO:0055085"
Ca_00448.1	"GO:0008152,GO:0016787"
Ca_00451.1	"GO:0003677,GO:0003682,GO:0005515"
Ca_00453.1	"GO:0004252,GO:0006508,GO:0016021"
Ca_00454.1	"GO:0005576,GO:0009664"
Ca_00455.1	GO:0031047
Ca_00456.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00457.1	"GO:0003824,GO:0004807,GO:0008152"
Ca_00459.1	GO:0005515
Ca_00462.1	"GO:0000151,GO:0004672,GO:0004842,GO:0005524"
Ca_00464.1	"GO:0005515,GO:0008270"
Ca_00465.1	"GO:0003677,GO:0006355"
Ca_00467.1	GO:0016881
Ca_00469.1	"GO:0016491,GO:0016706,GO:0055114"
Ca_00470.1	"GO:0003824,GO:0044237,GO:0050662"
Ca_00471.1	"GO:0008152,GO:0016597"
Ca_00472.1	"GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982"
Ca_00473.1	"GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982"
Ca_00474.1	"GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982"
Ca_00475.1	"GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165"
Ca_00476.1	"GO:0003677,GO:0005634"
Ca_00478.1	"GO:0000145,GO:0006887"
Ca_00479.1	"GO:0003824,GO:0006633,GO:0008152,GO:0008610,GO:0016020,GO:0016747"
Ca_00480.1	"GO:0005515,GO:0008270"
Ca_00486.1	"GO:0000166,GO:0005524,GO:0017111"
Ca_00488.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00489.1	"GO:0008270,GO:0016491,GO:0016747,GO:0055114"
Ca_00491.1	"GO:0004553,GO:0005618,GO:0005975,GO:0006073,GO:0016762,GO:0048046"
Ca_00493.1	"GO:0004185,GO:0006508"
Ca_00494.1	"GO:0004560,GO:0005975"
Ca_00495.1	"GO:0003824,GO:0008152"
Ca_00497.1	"GO:0000166,GO:0005524,GO:0016020,GO:0016887,GO:0017111"
Ca_00499.1	GO:0005515
Ca_00501.1	"GO:0006506,GO:0009058"
Ca_00502.1	"GO:0004672,GO:0005524,GO:0006468,GO:0016772"
Ca_00505.1	"GO:0005515,GO:0008270,GO:0046872"
Ca_00506.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00507.1	GO:0005515
Ca_00508.1	GO:0043461
Ca_00510.1	"GO:0001104,GO:0006357,GO:0016592"
Ca_00512.1	GO:0008289
Ca_00513.1	"GO:0003700,GO:0006355,GO:0008270,GO:0043565"
Ca_00514.1	"GO:0003677,GO:0005634,GO:0006355,GO:0009725,GO:0046983"
Ca_00516.1	"GO:0003677,GO:0003700,GO:0006355,GO:0008289,GO:0043565"
Ca_00519.1	GO:0005515
Ca_00521.1	"GO:0003735,GO:0005840,GO:0006412"
Ca_00522.1	"GO:0005215,GO:0006810,GO:0016020"
Ca_00524.1	"GO:0004672,GO:0005524,GO:0006468,GO:0016772"
Ca_00525.1	"GO:0005783,GO:0006662,GO:0015035,GO:0016853,GO:0045454"
Ca_00526.1	"GO:0005506,GO:0008299,GO:0016114,GO:0046429,GO:0055114"
Ca_00527.1	GO:0008270
Ca_00528.1	GO:0005515
Ca_00529.1	"GO:0004672,GO:0005524,GO:0006468,GO:0016772"
Ca_00530.1	"GO:0004553,GO:0005975,GO:0030246"
Ca_00534.1	"GO:0003677,GO:0006355"
Ca_00535.1	"GO:0005484,GO:0005515,GO:0006886,GO:0016020"
Ca_00537.1	"GO:0006952,GO:0016021"
Ca_00538.1	"GO:0003677,GO:0005634,GO:0006355,GO:0009725,GO:0046983"
Ca_00539.1	"GO:0003676,GO:0005515,GO:0008270"
Ca_00541.1	"GO:0045454,GO:0045735"
Ca_00542.1	"GO:0004017,GO:0005524"
Ca_00543.1	"GO:0003677,GO:0006355"
Ca_00552.1	"GO:0005515,GO:0008270,GO:0046872"
Ca_00553.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00554.1	"GO:0003824,GO:0008762,GO:0009690,GO:0016491,GO:0016614,GO:0019139,GO:0050660,GO:0055114"
Ca_00556.1	"GO:0005515,GO:0008270"
Ca_00557.1	"GO:0003700,GO:0006355,GO:0043565"
Ca_00558.1	"GO:0006508,GO:0008234"
Ca_00560.1	"GO:0005525,GO:0005622,GO:0006184,GO:0007165,GO:0007264,GO:0015031,GO:0016020"
Ca_00561.1	"GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165"
Ca_00564.1	"GO:0005524,GO:0044267"
Ca_00566.1	"GO:0000220,GO:0015078,GO:0015991,GO:0033179"
Ca_00567.1	GO:0005515
Ca_00568.1	"GO:0005215,GO:0006810,GO:0016020"
Ca_00569.1	"GO:0000166,GO:0003676,GO:0005515,GO:0008270"
Ca_00571.1	"GO:0003677,GO:0003700,GO:0006355"
Ca_00572.1	"GO:0000166,GO:0003677,GO:0005524,GO:0006259,GO:0008094,GO:0017111"
Ca_00575.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00578.1	"GO:0003824,GO:0006099,GO:0008964,GO:0015977"
Ca_00580.1	GO:0019904
Ca_00581.1	"GO:0008152,GO:0008531,GO:0009231,GO:0016787"
Ca_00583.1	"GO:0005515,GO:0045454"
Ca_00584.1	"GO:0004455,GO:0008652,GO:0009082,GO:0016491,GO:0016616,GO:0050662,GO:0055114"
Ca_00585.1	GO:0046983
Ca_00586.1	"GO:0006897,GO:0016020"
Ca_00591.1	GO:0005515
Ca_00592.1	GO:0016773
Ca_00593.1	"GO:0005515,GO:0005622,GO:0006396"
Ca_00594.1	"GO:0000156,GO:0000160"
Ca_00595.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
Ca_00596.1	GO:0005515
Ca_00597.1	"GO:0003677,GO:0005634,GO:0006352,GO:0016570"
Ca_00598.1	"GO:0003677,GO:0003682"
Ca_00599.1	"GO:0000166,GO:0000339,GO:0003676,GO:0005846,GO:0045292"
Ca_00602.1	GO:0016021
Ca_00603.1	"GO:0004553,GO:0005975"
Ca_00605.1	"GO:0000325,GO:0005216,GO:0005245,GO:0006811,GO:0006816,GO:0016020,GO:0055085"
Ca_00606.1	"GO:0000325,GO:0005216,GO:0005245,GO:0005509,GO:0006811,GO:0006816,GO:0016020,GO:0055085"
Ca_00607.1	"GO:0000148,GO:0003843,GO:0006075,GO:0016020"
Ca_00608.1	"GO:0000166,GO:0004812,GO:0004828,GO:0005524,GO:0005737,GO:0006418,GO:0006434"
Ca_00610.1	"GO:0005515,GO:0008270"
Ca_00611.1	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"
Ca_00612.1	GO:0005515
Ca_00614.1	"GO:0005576,GO:0019953"
Ca_00616.1	"GO:0003677,GO:0003700,GO:0006355"
Ca_00619.1	GO:0010207
Ca_00620.1	GO:0003824
Ca_00622.1	GO:0016021
Ca_00623.1	GO:0005515
Ca_00628.1	"GO:0000166,GO:0003676"
Ca_00630.1	"GO:0003824,GO:0008831,GO:0044237,GO:0045226,GO:0050662"
Ca_00632.1	"GO:0003700,GO:0006355,GO:0043565"
Ca_00635.1	"GO:0003824,GO:0005739,GO:0009107,GO:0016992,GO:0051536,GO:0051539"
Ca_00636.1	GO:0005515
Ca_00637.1	"GO:0004672,GO:0005515,GO:0005524,GO:0006468,GO:0016772"
Ca_00639.1	"GO:0005542,GO:0008152,GO:0016740"
Ca_00640.1	"GO:0005542,GO:0008152,GO:0016740"
Ca_00642.1	GO:0005515
Ca_00643.1	"GO:0006886,GO:0016192"
Ca_00645.1	GO:0005198
Ca_00654.1	"GO:0005215,GO:0006810,GO:0016020"
Ca_00655.1	"GO:0003824,GO:0004807,GO:0006096,GO:0008152"
Ca_00656.1	"GO:0003824,GO:0004834,GO:0006568,GO:0008152"
Ca_00657.1	"GO:0004089,GO:0006730,GO:0008270"
Ca_00659.1	"GO:0003723,GO:0003735,GO:0005840,GO:0006412"
Ca_00663.1	"GO:0009523,GO:0010027,GO:0015979"
Ca_00664.1	"GO:0003951,GO:0004143,GO:0007205,GO:0008152"
Ca_00665.1	GO:0016747
Ca_00666.1	"GO:0003677,GO:0003682"
Ca_00667.1	"GO:0005337,GO:0006810,GO:0016021"
Ca_00668.1	"GO:0009496,GO:0042651,GO:0051537,GO:0055114"
Ca_00672.1	GO:0006950
Ca_00673.1	GO:0005515
Ca_00674.1	GO:0005509
Ca_00677.1	"GO:0003677,GO:0003700,GO:0006355"
Ca_00678.1	"GO:0004553,GO:0005618,GO:0005975,GO:0006073,GO:0016762,GO:0048046"
Ca_00679.1	"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0008097"
Ca_00682.1	"GO:0003677,GO:0006355"
Ca_00685.1	GO:0005515
Ca_00686.1	GO:0005515
Ca_00689.1	"GO:0016117,GO:0016705"
Ca_00691.1	"GO:0030145,GO:0045735"
Ca_00693.1	"GO:0006596,GO:0006807,GO:0016810,GO:0050126"
Ca_00695.1	"GO:0005622,GO:0007165"
Ca_00697.1	GO:0005509
Ca_00698.1	"GO:0004553,GO:0005975"
Ca_00699.1	"GO:0003723,GO:0003735,GO:0006412,GO:0015934"
Ca_00701.1	"GO:0003677,GO:0003682"
Ca_00702.1	"GO:0003700,GO:0006351,GO:0006355,GO:0043565"
Ca_00703.1	"GO:0003700,GO:0005515,GO:0006355,GO:0043565"
Ca_00705.1	"GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085"
Ca_00707.1	GO:0008152
Ca_00709.1	"GO:0006486,GO:0008378,GO:0016020"
Ca_00711.1	"GO:0008270,GO:0016491,GO:0016747,GO:0055114"
Ca_00712.1	"GO:0003677,GO:0003682"
Ca_00714.1	"GO:0004664,GO:0008152,GO:0009094,GO:0016597"
Ca_00715.1	"GO:0005507,GO:0016491,GO:0055114"
Ca_00716.1	"GO:0005783,GO:0006886,GO:0016021"
Ca_00717.1	"GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772"
